SP500,GOLD,IYR,port_er,port_std,sharpe
0.01,0.96,0.03,0.028498618374443167,0.15141788233073591,0.18821170878743895
0.01,0.97,0.02,0.028316421660783277,0.15280084465580154,0.18531587128702537
0.01,0.99,0.0,0.02795202823346349,0.15564782623026518,0.17958508583416574
0.02,0.0,0.98,0.04670289372341416,0.1973486572174714,0.2366516924001625
0.02,0.01,0.97,0.04652069700975426,0.19544320144372176,0.2380266832824573
0.02,0.03,0.95,0.04615630358243448,0.191671206933416,0.24080979256560198
0.02,0.04,0.94,0.04597410686877458,0.18980544159486412,0.242217011706679
0.02,0.05,0.93,0.0457919101551147,0.18795370073404422,0.24363399058532276
0.02,0.06,0.92,0.0456097134414548,0.1861164029555595,0.24506014900978607
0.02,0.07,0.91,0.045427516727794916,0.18429398022589347,0.24649484845958256
0.02,0.08,0.9,0.04524532001413502,0.18248687819889986,0.24793738848894278
0.02,0.09,0.89,0.04506312330047512,0.18069555653349775,0.2493870030064697
0.02,0.1,0.88,0.04488092658681524,0.1789204892012458,0.25084285643962306
0.02,0.11,0.87,0.04469872987315534,0.17716216478121968,0.25230403979514754
0.02,0.12,0.86,0.04451653315949545,0.1754210867393519,0.25376956662935285
0.02,0.13,0.85,0.04433433644583556,0.17369777368911407,0.25523836894527835
0.02,0.14,0.84,0.04415213973217566,0.17199275963012636,0.25670929303725143
0.02,0.15,0.83,0.04396994301851577,0.1703065941609732,0.25818109530718186
0.02,0.16,0.82,0.04378774630485588,0.16863984266218562,0.25965243808113725
0.02,0.17,0.81,0.04360554959119599,0.16699308644502409,0.2611218854593205
0.02,0.18,0.8,0.0434233528775361,0.16536692286136342,0.2625878992375058
0.02,0.19,0.79,0.04324115616387621,0.16376196536964627,0.264048834943276
0.02,0.2,0.78,0.04305895945021631,0.16217884355153914,0.26550293803601155
0.02,0.21,0.77,0.04287676273655641,0.16061820307360017,0.26694834032546716
0.02,0.22,0.76,0.04269456602289653,0.15908070558795684,0.26838305666987633
0.02,0.23,0.75,0.04251236930923663,0.1575670285657009,0.2698049820207798
0.02,0.24,0.74,0.04233017259557674,0.15607786505644827,0.2712118888880707
0.02,0.25,0.73,0.04214797588191685,0.15461392336728808,0.2726014253049746
0.02,0.26,0.72,0.04196577916825695,0.15317592665417323,0.2739711133786936
0.02,0.27,0.71,0.04178358245459706,0.15176461241869252,0.2753183485180546
0.02,0.28,0.7,0.04160138574093717,0.15038073190312493,0.2766403994345282
0.02,0.29,0.69,0.04141918902727727,0.14902504937672517,0.27793440901718736
0.02,0.3,0.68,0.04123699231361739,0.147698341306338,0.27919739618530054
0.02,0.31,0.67,0.0410547955999575,0.146401395404702,0.2804262588240257
0.02,0.32,0.66,0.0408725988862976,0.14513500955019976,0.2816177779087854
0.02,0.33,0.65,0.04069040217263771,0.14389999057234687,0.2827686229220445
0.02,0.34,0.64,0.04050820545897782,0.14269715289801244,0.2838753586620581
0.02,0.35,0.63,0.04032600874531793,0.1415273170542289,0.28493445353638863
0.02,0.36,0.62,0.04014381203165804,0.14039130802449987,0.28594228942330596
0.02,0.37,0.61,0.03996161531799814,0.13928995345675166,0.2868951731713076
0.02,0.38,0.6,0.03977941860433825,0.13822408172250722,0.2877893497907095
0.02,0.39,0.59,0.03959722189067835,0.13719451982848638,0.2886210173713993
0.02,0.4,0.58,0.03941502517701846,0.1362020911836518,0.2893863437373523
0.02,0.41,0.57,0.03923282846335857,0.13524761322671444,0.29008148482142093
0.02,0.42,0.56,0.03905063174969868,0.13433189492126715,0.2907026047133968
0.02,0.43,0.55,0.03886843503603879,0.13345573412800982,0.29124589730072187
0.02,0.44,0.54,0.0386862383223789,0.13261991486592806,0.2917076093849759
0.02,0.45,0.53,0.03850404160871901,0.1318252044767549,0.2920840651190383
0.02,0.46,0.52,0.03832184489505912,0.13107235070953274,0.2923716915704329
0.02,0.47,0.51,0.03813964818139922,0.1303620787445472,0.2925670451768132
0.02,0.48,0.5,0.03795745146773933,0.1296950881782675,0.29266683882096095
0.02,0.5,0.48,0.03759305804041954,0.12849360353801084,0.29256754426144493
0.02,0.51,0.47,0.03741086132675965,0.1279603535468287,0.2923629099935917
0.02,0.52,0.46,0.03722866461309976,0.1274728672242354,0.2920516767510331
0.02,0.53,0.45,0.03704646789943987,0.12703167142802607,0.291631744138939
0.02,0.54,0.44,0.03686427118577998,0.12663724997851414,0.29110132438942365
0.02,0.55,0.43,0.03668207447212009,0.1262900411249266,0.29045896371063845
0.02,0.56,0.42,0.03649987775846019,0.1259904351982439,0.2897035612348527
0.02,0.57,0.41,0.03631768104480029,0.12573877247866871,0.288834385200965
0.02,0.58,0.4,0.0361354843311404,0.12553534130408942,0.2878510860428374
0.02,0.59,0.39,0.03595328761748051,0.12538037644351802,0.2867537061007065
0.02,0.6,0.38,0.03577109090382062,0.1252740577565628,0.2855426857277373
0.02,0.61,0.37,0.03558889419016073,0.12521650915659346,0.2842188656262084
0.02,0.62,0.36,0.03540669747650084,0.12520779789144182,0.2827834853161406
0.02,0.63,0.35,0.03522450076284094,0.12524793415133564,0.281238177711415
0.02,0.64,0.34,0.03504230404918105,0.12533687100938315,0.27958495985237786
0.02,0.65,0.33,0.03486010733552116,0.125474504695418,0.27782621991728146
0.02,0.66,0.32,0.03467791062186126,0.12566067519948498,0.2759647007053754
0.02,0.67,0.31,0.03449571390820137,0.1258951671968099,0.27400347984982437
0.02,0.68,0.3,0.03431351719454148,0.1261777112818554,0.2719459470769132
0.02,0.69,0.29,0.034131320480881584,0.12650798549512227,0.26979577887751266
0.02,0.7,0.28,0.0339491237672217,0.12688561712279747,0.2675569109961958
0.02,0.71,0.27,0.0337669270535618,0.1273101847462508,0.2652335091718278
0.02,0.72,0.26,0.03358473033990191,0.12778122051580248,0.2628299385804391
0.02,0.73,0.25,0.033402533626242015,0.12829821262115873,0.2603507324367302
0.02,0.74,0.24,0.033220336912582124,0.12886060792946863,0.257800560205064
0.02,0.75,0.23,0.03303814019892223,0.129467814761093,0.2551841958550665
0.02,0.76,0.22,0.03285594348526234,0.1301192057728813,0.2525064865720998
0.02,0.77,0.21,0.03267374677160245,0.13081412091899874,0.24977232230023794
0.02,0.78,0.2,0.03249155005794256,0.13155187046008773,0.24698660645650308
0.02,0.79,0.19,0.03230935334428267,0.1323317379927327,0.24415422811160398
0.02,0.8,0.18,0.03212715663062277,0.13315298347276747,0.24128003588589092
0.02,0.81,0.17,0.03194495991696288,0.13401484620784812,0.23836881376126323
0.02,0.82,0.16,0.031762763203302985,0.13491654779684942,0.23542525896178254
0.02,0.83,0.15,0.031580566489643094,0.13585729499595597,0.23245396200905621
0.02,0.84,0.14,0.031398369775983204,0.13683628249374916,0.22945938901414922
0.02,0.85,0.13,0.031216173062323313,0.13785269558007315,0.22644586622675852
0.02,0.86,0.12,0.03103397634866342,0.13890571269594276,0.22341756682531227
0.02,0.87,0.11,0.030851779635003528,0.13999450785418527,0.22037849989899574
0.02,0.88,0.1,0.030669582921343634,0.14111825292284325,0.21733250154473147
0.02,0.89,0.09,0.030487386207683743,0.1422761197655736,0.2142832279789285
0.02,0.9,0.08,0.030305189494023853,0.143467282235332,0.21123415054530478
0.02,0.91,0.07,0.03012299278036396,0.1446909180195124,0.20818855248607726
0.02,0.92,0.06,0.029940796066704068,0.14594621033640567,0.205149527334013
0.02,0.93,0.05,0.029758599353044174,0.14723234948434313,0.2021199787768702
0.02,0.94,0.04,0.029576402639384276,0.14854853424619652,0.1991026218432146
0.02,0.95,0.03,0.029394205925724386,0.14989397315302358,0.19609998525902347
0.02,0.97,0.01,0.029029812498404604,0.15266950290116246,0.19014807768908748
0.02,0.98,0.0,0.02884761578474471,0.15409806904588652,0.18720296732695993
0.03,0.0,0.97,0.047416284561035485,0.19596818193308202,0.24195909812148433
0.03,0.01,0.96,0.04723408784737559,0.19406277766712088,0.24339591762618695
0.03,0.02,0.95,0.047051891133715704,0.1921703121985587,0.24484474524399819
0.03,0.04,0.93,0.046687497706395915,0.18842575441376,0.2477766261393114
0.03,0.05,0.92,0.046505300992736025,0.18657447239020816,0.24925864935838202
0.03,0.06,0.91,0.046323104279076134,0.1847377504406362,0.250750613605429
0.03,0.07,0.9,0.04614090756541624,0.18291602717351282,0.25225185719591053
0.03,0.08,0.89,0.045958710851756346,0.18110975518979655,0.2537616530020333
0.03,0.09,0.88,0.045776514138096455,0.17931940140923705,0.2552792044717278
0.03,0.1,0.87,0.045594317424436565,0.1775454473860662,0.25680364152223717
0.03,0.11,0.86,0.045412120710776674,0.17578838961137905,0.2583340163202512
0.03,0.12,0.85,0.045229923997116776,0.1740487397992237,0.2598692989635683
0.03,0.13,0.84,0.045047727283456886,0.17232702515312567,0.26140837308268133
0.03,0.14,0.83,0.044865530569796995,0.17062378860946215,0.26295003138448025
0.03,0.15,0.82,0.0446833338561371,0.16893958905377718,0.2644929711644641
0.03,0.16,0.81,0.044501137142477214,0.16727500150579608,0.26603578981845205
0.03,0.17,0.8,0.044318940428817316,0.1656306172685513,0.26757698038979816
0.03,0.18,0.79,0.044136743715157425,0.1640070440366841,0.26911492719352464
0.03,0.19,0.78,0.043954547001497535,0.1624049059586336,0.2706479015645824
0.03,0.2,0.77,0.04377235028783764,0.16082484364707675,0.2721740577835984
0.03,0.21,0.76,0.043590153574177753,0.15926751413164272,0.27369142923991563
0.03,0.22,0.75,0.043407956860517856,0.15773359074760082,0.2751979248984294
0.03,0.23,0.74,0.04322576014685796,0.15622376295391974,0.2766913261435648
0.03,0.24,0.73,0.043043563433198075,0.15473873607382754,0.2781692840806294
0.03,0.25,0.72,0.04286136671953818,0.15327923095077522,0.27962931738157576
0.03,0.26,0.71,0.04267917000587828,0.15184598351253414,0.281068810768744
0.03,0.27,0.7,0.042496973292218396,0.1504397442360521,0.28248501423624606
0.03,0.28,0.69,0.0423147765785585,0.14906127750566553,0.2838750431140656
0.03,0.29,0.68,0.04213257986489861,0.14771136085733405,0.2852358790844264
0.03,0.3,0.67,0.04195038315123872,0.14639078410174036,0.28656437226324
0.03,0.31,0.66,0.041768186437578826,0.14510034831940077,0.2878572444611711
0.03,0.32,0.65,0.04158598972391893,0.14384086472137458,0.28911109373871346
0.03,0.33,0.64,0.041403793010259045,0.14261315336975902,0.29032240036730494
0.03,0.34,0.63,0.04122159629659915,0.14141804175292594,0.2914875343035661
0.03,0.35,0.62,0.04103939958293926,0.14025636321140825,0.29260276427587545
0.03,0.36,0.61,0.040857202869279366,0.13912895521149046,0.2936642685713565
0.03,0.37,0.6,0.04067500615561947,0.13803665746490543,0.2946681475966681
0.03,0.38,0.59,0.04049280944195958,0.13698030989459262,0.29561043826750794
0.03,0.39,0.58,0.04031061272829968,0.13596075044823008,0.29648713025932283
0.03,0.4,0.57,0.04012841601463979,0.13497881276320903,0.2972941841252995
0.03,0.41,0.56,0.039946219300979906,0.1340353236888592,0.2980275512573718
0.03,0.42,0.55,0.03976402258732001,0.1331311006740399,0.29868319563194184
0.03,0.43,0.54,0.03958182587366012,0.13226694903065433,0.2992571172446609
0.03,0.44,0.53,0.03939962916000023,0.13144365908618927,0.2997453770985285
0.03,0.45,0.52,0.039217432446340336,0.13066200324098534,0.30014412356750725
0.03,0.46,0.51,0.03903523573268044,0.12992273294855078,0.3004496199147715
0.03,0.47,0.5,0.03885303901902055,0.1292265756397882,0.30065827270174833
0.03,0.48,0.49,0.03867084230536066,0.12857423161443993,0.30076666078257636
0.03,0.49,0.48,0.03848864559170076,0.12796637092530852,0.3007715645399199
0.03,0.5,0.47,0.03830644887804087,0.1274036302827982,0.30066999498375313
0.03,0.51,0.46,0.03812425216438098,0.12688661000897805,0.3004592223063051
0.03,0.52,0.45,0.03794205545072109,0.12641587107162344,0.30013680346532007
0.03,0.53,0.44,0.0377598587370612,0.1259919322294742,0.29970060835552265
0.03,0.54,0.43,0.037577662023401306,0.12561526732020994,0.2991488441258567
0.03,0.55,0.42,0.03739546530974141,0.12528630272233054,0.29848007720860126
0.03,0.56,0.41,0.03721326859608152,0.1250054150212197,0.29769325264641183
0.03,0.57,0.4,0.03703107188242162,0.12477292890813928,0.2967877103348656
0.03,0.58,0.39,0.03684887516876173,0.12458911533876486,0.2957631978408993
0.03,0.59,0.38,0.03666667845510184,0.12445418997514228,0.2946198795108901
0.03,0.6,0.37,0.03648448174144195,0.12436831193167264,0.2933583416448263
0.03,0.61,0.36,0.03630228502778206,0.12433158284197593,0.2919795935834088
0.03,0.62,0.35,0.03612008831412217,0.12434404625932313,0.2904850646310212
0.03,0.63,0.34,0.03593789160046227,0.12440568739885866,0.28887659681700356
0.03,0.64,0.33,0.03575569488680238,0.12451643322516374,0.28715643357808973
