SP500,GOLD,IYR
2067.56,1167.35,77.02
2053.44,1210.9,76.74
2066.55,1199.01,77.01
2074.33,1209.64,76.94
2071.92,1205.78,77.06
2075.37,1192.05,76.66
2060.31,1203.2,77
2059.82,1230.85,77.26
2026.14,1226.75,77.08
2035.33,1227.95,77.15
2002.33,1222.6,76.45
1989.63,1192.6,75.55
1972.74,1196.6,75.2
2012.89,1188.7,76.88
2061.23,1198.4,77.57
2070.65,1195.95,77.73
2078.54,1175.05,79.01
2082.17,1175.68,78.61
2081.88,1173.8,77.48
2088.77,1195.4,77.78
2090.57,1183.1,78.12
2080.35,1200.24,78.04
2058.9,1183.95,76.84
2058.2,1189.18,77.79
2020.58,1204.45,78.05
2002.61,1219.2,78.62
2025.9,1210.8,79.64
2062.14,1208.98,80.09
2044.81,1223.4,80.12
2028.26,1233.64,80.56
2023.03,1230.88,80.35
2011.27,1229.95,80.88
1992.67,1261.64,80.99
2019.42,1280.3,81.68
2022.55,1293.94,81.04
2032.12,1293.44,80.92
2063.15,1301.73,82.5
2051.82,1294.55,82.33
2057.09,1281.24,83.14
2029.55,1292.35,83.03
2002.16,1285.1,82.44
2021.25,1257.25,82.58
1994.99,1283.55,81.23
2020.85,1275.44,80.97
2050.03,1260.2,81.72
2041.51,1270.05,81.48
2062.52,1264.7,82.33
2055.47,1233.72,80.16
2046.74,1239.68,79.78
2068.59,1234,80.06
2068.53,1219.16,79.89
2088.48,1222.5,80.75
2096.99,1229.7,80.31
2100.34,1209.4,80.08
2099.68,1212.99,80.76
2097.45,1207.45,79.22
2110.3,1202.39,79.95
2109.66,1201.92,80.58
2115.48,1199.89,79.06
2113.86,1204.8,79.23
2110.74,1209.05,78.56
2104.5,1213.15,79.12
2117.39,1207.1,79.43
2107.78,1203.8,79.22
2098.53,1199.85,78.56
2101.04,1198.6,78.82
2071.26,1167.21,76.42
2079.43,1167.3,77.1
2044.16,1161.93,76.72
2040.24,1154.8,76.83
2065.95,1153.7,78.1
2053.4,1159.48,77.81
2081.19,1154.59,78.66
2074.28,1149.3,78.59
2099.5,1167.25,80.14
2089.27,1171.3,80.02
2108.1,1182.68,81.96
2104.42,1189.3,81.84
2091.5,1193.13,81.18
2061.05,1195.45,79.19
2056.15,1204.38,78.74
2061.02,1199.3,79.01
2086.24,1186.2,79.9
2067.89,1183.5,79.32
2059.69,1204.1,79.31
2066.96,1202.59,79.84
2080.62,1214.7,80.64
2076.33,1208.6,79.33
2081.9,1202.8,79.55
2091.18,1195.01,78.15
2102.06,1208.05,78.1
2092.43,1198.85,77.88
2095.84,1193.58,78.04
2106.63,1202.05,77.58
2104.99,1197.65,77.9
2081.18,1204.65,77.49
2100.4,1196.5,77.59
2097.29,1202.68,77.65
2107.96,1187.3,77.88
2112.93,1194,78.02
2117.69,1179.38,78.15
2108.92,1202,77.94
2114.76,1212.1,77.92
2106.85,1204.8,76.39
2085.51,1184.37,75.5
2108.29,1178.5,75.9
2114.49,1188.25,76.1
2089.46,1193.33,74.43
2080.15,1191.8,74.23
2088,1184.8,75.21
2116.1,1188.15,76.36
2105.33,1184.2,75.25
2099.12,1193.5,75.47
2098.48,1215.73,74.84
2121.1,1221.52,76.2
2122.73,1223.85,76.83
2129.2,1225.74,76.6
2127.83,1207.51,76.5
2125.85,1209.28,76.34
2130.82,1206.45,75.99
2126.06,1206.38,76.01
2104.2,1187.3,75.55
2123.48,1188.15,76.12
2120.79,1188.45,76.07
2107.39,1190.5,75.25
2111.73,1189.15,75.98
2109.6,1193.38,75.36
2114.07,1185.5,74.45
2095.84,1176.26,74.38
2092.83,1172,73.48
2079.28,1173.95,73.33
2080.15,1176.7,72.8
2105.2,1186.48,73.32
2108.86,1182.3,73.9
2094.11,1180.8,73.76
2084.43,1186.4,73.38
2096.29,1181.86,74
2100.44,1185.45,74.46
2121.24,1201.42,75.49
2109.99,1200.51,75
2122.85,1185.45,74.26
2124.2,1178.44,73.9
2108.58,1175.2,72.83
2102.31,1173.33,72.14
2101.49,1175.07,72.49
2057.64,1180.36,71.33
2063.11,1172.6,71.3
2077.42,1168.8,72.39
2076.78,1166.15,72.55
2068.76,1170.15,72.88
2081.34,1155.55,74
2046.68,1158.28,73.61
2051.31,1159.65,73.26
2076.62,1163.96,73.77
2099.6,1158,73.88
2108.95,1155.53,74.08
2107.4,1149.65,74.15
2124.29,1145.15,74.68
2126.64,1134.1,74.39
2128.28,1096.95,74.52
2119.21,1101.41,74.25
2114.15,1093.45,74.46
2102.15,1090.8,73.93
2079.65,1099.1,73.95
2067.64,1094.42,74.11
2093.25,1095.35,74.25
2108.57,1096.69,74.63
2108.63,1088.99,74.35
2103.84,1095.65,74.83
2098.04,1086.5,75.2
2093.32,1087.45,74.81
2099.84,1085.05,74.49
2083.56,1089.41,74.49
2077.57,1094.2,74.75
2104.18,1104.51,74.76
2084.07,1109.01,75.26
2086.05,1125.3,75.37
2083.39,1115.05,75.52
2091.54,1114.11,75.95
2102.44,1117.66,76.52
2096.92,1118.01,76.58
2079.61,1134.46,76.16
2035.73,1153.16,75.57
1970.89,1161.05,74.09
1893.21,1155.05,70.63
1867.61,1140.65,68.85
1940.51,1125.55,70.57
1987.66,1125.71,71.99
1988.87,1133.96,71.91
1972.18,1134.5,70.48
1913.85,1140.11,69.14
1948.86,1134.05,69.88
1951.13,1125.25,70.02
1921.22,1123,68.69
1969.41,1121.8,69.73
1942.04,1106.1,68.88
1952.29,1111.55,68.96
1961.05,1107.9,70.09
1953.03,1108.8,70.05
1978.09,1105.4,70.64
1995.31,1119.55,71.55
1990.2,1131.4,72.25
1958.03,1139.4,72.01
1966.97,1133.3,72.64
1942.74,1124.8,71.68
1938.76,1130.4,72.01
1932.24,1154.01,71.35
1931.34,1146.24,71.04
1881.77,1132.05,69.76
1884.09,1127.46,70.25
1920.03,1115,70.95
1923.82,1113.55,71.28
1951.36,1138.14,71.9
1987.05,1135.75,73.19
1979.92,1147.11,73.01
1995.83,1145.4,73.72
2013.43,1138.96,74.33
2014.89,1157.53,74.25
2017.46,1164,74.65
2003.69,1168.8,74.1
1994.24,1185.19,73.62
2023.86,1183.11,74.46
2033.11,1177.2,75.06
2033.66,1170.45,75.95
2030.77,1176.11,76.04
2018.94,1167.1,75.77
2052.51,1166.05,76.6
2075.15,1164.26,75.9
2071.18,1163.2,75.89
2065.89,1166.95,75.7
2090.35,1156.1,75.99
2089.41,1145.91,75.91
2079.36,1142.38,75.36
2104.05,1133.75,77.03
2109.79,1117.6,76.31
2102.31,1107.44,75.94
2099.93,1103.95,76.16
2099.2,1088.64,73.98
2078.58,1092.1,72.98
2081.72,1089.91,73.65
2075,1086.14,73.74
2045.97,1085.05,73.21
2023.04,1083.64,72.44
2053.19,1082.85,73.29
2050.44,1070.37,73.33
2083.58,1071.14,74.11
2081.24,1082.4,74.32
2089.17,1078.1,75.08
2086.59,1069.34,75.21
2089.14,1075.49,74.84
2088.87,1071.39,75.09
2090.11,1058.81,75.69
2080.41,1064.42,75.21
2102.63,1069.49,76.14
2079.51,1053.69,74.7
2049.62,1062.57,73.6
2091.69,1086.99,74.83
2077.07,1070.39,74.63
2063.59,1074.69,74.45
2047.62,1073.21,73.99
2052.23,1071.54,73.57
2012.37,1074.89,73.23
2021.94,1062.9,73.46
2043.41,1060.74,74.27
2073.07,1072.94,75.73
2041.89,1051.74,75.36
2005.55,1066.19,74.4
2021.15,1078.44,74.78
2038.97,1072.36,75.09
2064.29,1070.35,75.94
2060.99,1075.88,75
2056.5,1069.05,75.22
2078.36,1068.99,75.99
2063.36,1061.45,75.65
2043.94,1061.3,75.08
2012.66,1074.7,74.35
2016.71,1077.66,75.57
1990.26,1094.45,75.32
1943.09,1109.25,73.64
1922.03,1104.24,72.77
1923.67,1094.26,73.06
1938.68,1087.05,72.55
1890.28,1093.49,71.45
1921.84,1078,71.35
1880.33,1089.1,70.54
1881.33,1087.12,70.75
1859.33,1101.02,68.87
1868.99,1101.6,69.33
1906.9,1098.3,71.25
1877.08,1108.05,70.55
1903.63,1120.57,72.06
1882.95,1125.59,70.94
1893.36,1115.14,70.47
1940.24,1118.04,72
1939.38,1128.85,72.01
1903.03,1129.12,71.25
1912.53,1142.93,71.6
1915.45,1155.74,71.68
1880.05,1173.69,70.07
1853.44,1191.14,68.01
1852.21,1188.85,66.91
1851.86,1197.49,67.26
1829.08,1246.89,66.27
1864.78,1238.05,67.13
1895.58,1200.35,68.42
1926.82,1209.14,69.04
1917.83,1232.35,69.7
1917.78,1228.19,69.85
1945.5,1208.74,70.66
1921.27,1227.46,70.49
1929.8,1229.35,70.52
1951.7,1234.64,71.8
1948.05,1222.6,71.58
1932.23,1238.14,71.46
1978.35,1232.26,73.32
1986.45,1240.3,73.88
1993.4,1263.69,74.25
1999.99,1259.44,74.45
2001.76,1267.39,74.59
1979.26,1261.1,73.82
1989.26,1252.94,74.12
1989.57,1271.44,73.93
2022.19,1248.44,75.68
2019.64,1235.28,75.58
2015.93,1232.38,75.56
2027.22,1263.08,76.52
2040.59,1257.9,77.59
2049.58,1255.3,77.29
2051.6,1243.74,76.79
2049.8,1248.38,76.81
2036.71,1220.17,75.37
2035.94,1216.99,75.43
2037.05,1221.05,76.01
2055.01,1242.55,77.52
2063.95,1224.85,77.4
2059.74,1232.7,77.86
2072.78,1222.49,77.91
2066.13,1215.4,77.8
2045.17,1231.14,77.36
2066.66,1222.35,77.55
2041.91,1240.69,77.13
2047.6,1240.39,77.57
2041.99,1257.95,77.47
2061.72,1255.94,78
2082.42,1243.14,77.82
2082.78,1227.39,77.32
2080.73,1234.05,77.83
2094.34,1231.55,78.16
2100.8,1250.5,78.24
2102.4,1244.05,77.14
2091.48,1248.85,75.83
2091.58,1232.3,76.64
2087.79,1237.9,77.12
2091.7,1243.44,77.4
2095.15,1246.1,77.38
2075.81,1266.48,77.2
2065.3,1293.74,76.56
2081.43,1291.6,77.58
2063.37,1286,77.41
2051.12,1279.49,78.45
2050.63,1278.05,78.75
2057.14,1288.7,79.52
2058.69,1263.85,80.16
2084.39,1266.4,80.31
2064.46,1277.69,78.88
2064.11,1263.49,79.27
2046.61,1273.6,78.63
2066.66,1273.86,79.25
2047.21,1280,78.05
2047.63,1258.3,76.96
2040.04,1255.1,76.13
2052.32,1252.3,76.74
2048.04,1249.24,76.81
2076.06,1227,77.73
2090.54,1224.18,77.85
2090.1,1220.15,77.9
2099.06,1212.4,78.24
2096.96,1215.24,78.25
2099.33,1213.35,78.3
2105.26,1210.95,78.72
2099.13,1244.49,78.96
2109.41,1245.24,78.47
2112.13,1243.85,78.95
2119.12,1262.14,79.37
2115.48,1269.15,79.49
2096.07,1274.2,79.1
2079.06,1284.05,79.04
2075.32,1285.85,78.61
2071.5,1291.49,79.33
2077.99,1279.14,79.73
2071.22,1298.6,79.61
2083.25,1290.15,79.76
2088.9,1268.44,79.37
2085.45,1266.31,79.33
2113.32,1255.65,79.86
2037.41,1315.98,78.83
2000.54,1324.8,78.74
2036.09,1312.51,80.45
2070.77,1318.89,81.48
2098.86,1322.18,82.39
2102.95,1342.3,82.33
2088.55,1356.14,82.96
2099.73,1363.89,82.66
2097.9,1360.6,81.93
2129.9,1366.8,83.14
2137.16,1355.25,83.74
2152.14,1331.65,83.84
2152.43,1342.85,84.19
2163.75,1335.1,83.57
2161.74,1337.85,83.64
2166.89,1328.79,83.85
2163.78,1332.13,84.23
2173.02,1315.95,84.21
2165.17,1331.09,84.33
2175.03,1322.38,85.03
2168.48,1315.56,84.95
2169.18,1320.32,84.56
2166.58,1339.86,83.96
2170.06,1335.79,84.58
2173.6,1350.91,85.4
2170.84,1353.21,85.7
2157.03,1363.68,84.4
2163.79,1357.9,84.04
2164.25,1361.2,83.84
2182.87,1335.8,83.95
2180.89,1335.38,84.03
2181.74,1340.75,84.34
2175.49,1346.67,84.23
2185.79,1338.87,83.43
2184.05,1336.19,83.66
2190.15,1339.36,83.6
2178.15,1346.08,82.62
2182.22,1348.66,82.86
2187.02,1352.34,82.62
2183.87,1341.78,82.02
2182.64,1339.02,82.44
2186.9,1338.1,82.62
2175.44,1323.75,82.22
2172.47,1321.7,82.52
2169.04,1321.33,81.75
2180.38,1323.41,82.52
2176.12,1311.15,82.38
2170.95,1308.95,82.54
2170.86,1313.79,82.4
2179.98,1325.01,83.06
2186.48,1349.88,83.65
2186.16,1345.24,84.13
2181.3,1338.35,83.17
2127.81,1328.15,79.86
2159.04,1327.63,80.83
2127.02,1319.05,78.86
2125.77,1322.97,79.1
2147.26,1314.25,79.46
2139.16,1310.43,79.38
2139.12,1313.39,80.13
2139.76,1315.1,80
2163.12,1336.85,80.92
2177.18,1337.3,82.49
2164.69,1337.61,82.7
2146.1,1337.97,82.1
2159.93,1327.36,81.46
2171.37,1321.41,81.91
2151.13,1320.27,81.03
2168.27,1315.96,80.64
2161.2,1311.96,79.18
2150.49,1268.3,78.04
2159.73,1266.7,76.53
2160.77,1254.74,76.66
2153.74,1256.97,76.55
2163.66,1259.74,77
2136.73,1253.25,76.23
2139.18,1255.33,77.26
2132.55,1258.12,77.69
2132.98,1250.55,77.43
2126.5,1255.7,77.53
2139.6,1262.84,78.06
2144.29,1269.4,78.39
2141.34,1266,78.09
2141.16,1266.75,77.99
2151.33,1264.44,78.2
2143.16,1274.35,78.05
2139.43,1266.99,77.14
2133.04,1268.3,75.37
2126.41,1276.3,75.52
2126.15,1277.38,76.64
2111.72,1288.15,74.95
2097.94,1297.39,73.99
2088.66,1303.75,73.56
2085.18,1304.25,73.95
2131.52,1281.41,75.16
2139.56,1275.64,75.62
2163.26,1278,74.22
2167.48,1259.76,72.87
2164.45,1225.68,73.26
2164.2,1220.26,74.5
2180.39,1228.08,74.23
2176.94,1225.3,74.07
2187.12,1216.39,73.46
2181.9,1208.69,73.68
2198.18,1214.05,73.69
2202.94,1212.24,74.95
2204.72,1187.77,74.54
2213.35,1183.63,74.92
2201.72,1193.44,75.18
2204.66,1188.46,75.8
2198.81,1173.11,74.85
2191.08,1171.3,73.67
2191.95,1176.92,74.45
2204.71,1170.26,75.04
2212.23,1169.74,75.52
2241.35,1174,76.99
2246.19,1170.55,77.38
2259.53,1157.87,77.32
2256.96,1162.21,77.8
2271.72,1158.35,77.8
2253.28,1144.25,76.36
2262.03,1128.43,75.79
2258.07,1134.09,76.8
2262.53,1139.05,77.65
2270.76,1132.2,77.79
2265.18,1131.8,75.77
2260.96,1128.69,75.63
2263.79,1133.49,75.83
2268.88,1139.35,75.92
2249.92,1142.45,75.47
2249.26,1158.32,76.22
2238.83,1151.85,76.94
2257.83,1158.91,77.25
2270.75,1163.8,78.31
2269,1180.48,78.58
2276.98,1172.81,78.41
2268.9,1181.27,77.89
2268.9,1187.74,77.16
2275.32,1191.85,76.83
2270.44,1195.66,77.18
2274.64,1197.66,77.1
2267.89,1216.54,77.62
2271.89,1203.64,77.75
2263.69,1205.14,76.94
2271.31,1209.96,77.43
2265.2,1217.48,78.02
2280.07,1208.81,78.2
2298.37,1200.31,77.78
2296.68,1188.57,77.7
2294.69,1191.6,76.97
2280.9,1195.35,76.44
2278.87,1210.63,77.04
2279.55,1209.49,76.13
2280.85,1215.93,76.98
2297.42,1219.88,77.5
2292.56,1235.59,77.24
2293.08,1233.72,77.13
2294.67,1241.99,77.69
2307.87,1230.89,77.93
2316.1,1234.12,78.53
2328.25,1225.44,78.79
2337.58,1228.61,78.35
2349.25,1232.94,78.28
2347.22,1239.14,78.65
2351.16,1235.29,78.78
2365.38,1235.97,79.77
2362.82,1237.69,79.57
2363.81,1249.41,79.91
2367.34,1256.94,80.31
2369.75,1252.76,80.73
2363.64,1248.59,80.41
2395.96,1248.94,80.16
2381.92,1235.3,79.83
2383.12,1234.3,79.64
2375.31,1225.96,79.27
2368.39,1215.67,78.93
2362.98,1207.58,77.72
2364.87,1200.83,76.73
2372.6,1204.55,76.54
2373.47,1204.05,76.66
2365.45,1199.08,76.59
2385.26,1219.4,78
2381.38,1226.78,77.87
2378.25,1229.15,78.2
2373.47,1233.9,78.17
2344.02,1245,77.92
2348.45,1249.35,77.96
2345.96,1245.3,78.54
2343.98,1244.17,77.74
2341.59,1254.3,77.21
2358.57,1251.63,77.55
2361.13,1252.45,77.89
2368.06,1243.3,78.12
2362.72,1249.13,78.49
2358.84,1253.35,78.56
2360.16,1256.22,78.49
2352.95,1255.3,78.51
2357.49,1251.8,79.05
2355.54,1254.05,79.14
2357.16,1254.73,79.69
2353.78,1274.44,80.13
2344.93,1286.6,79.95
2328.95,1287.74,79.79
2349.01,1284.8,80.79
2342.19,1289.64,80.98
2338.17,1279.66,80.85
2355.84,1281.85,80.9
2348.69,1284.5,80.58
2374.15,1275.3,79.88
2388.61,1263.76,80.11
2387.45,1269.05,79.58
2388.77,1264.6,79.67
2384.2,1268.15,78.93
2388.33,1256.8,79.41
2391.17,1256.9,79.21
2388.13,1238.38,78.26
2389.52,1227.75,77.92
2399.29,1227.74,78.67
2399.38,1226.3,78.22
2396.92,1221.3,77.8
2399.63,1219.15,78.22
2394.44,1224.85,77.8
2390.9,1228.83,77.59
2402.32,1230.71,77.87
2400.67,1236.8,77.43
2357.03,1260.74,77.84
2365.72,1247.05,78.05
2381.73,1255.55,78.51
2394.02,1260.46,78.74
2398.42,1251.16,78.92
2404.39,1258.55,79.45
2415.07,1255.76,79.62
2415.82,1267.05,79.13
2412.91,1263.1,78.82
2411.8,1268.59,78.84
2430.06,1265.64,79.16
2439.07,1279.98,79.94
2436.1,1279.95,79.69
2429.33,1294,79.29
2433.14,1286.91,79.62
2433.79,1278.9,79.49
2431.77,1266.4,80
2429.39,1265.74,80.53
2440.35,1265.85,80.7
2437.92,1261.18,80.96
2432.46,1254,81.24
2433.15,1253.63,81.19
2453.46,1243.25,81.33
2437.03,1243.19,81.06
2435.61,1246.55,80.74
2434.5,1250.62,80.9
2438.3,1256.9,81.22
2439.07,1244.45,81.74
2419.38,1247.1,80.54
2440.69,1249.32,80.65
2419.7,1245.74,79.77
2423.41,1241.6,79.77
2429.01,1220.46,80.62
2432.54,1226.95,79.71
2409.75,1225.15,78.32
2425.18,1212.9,78.7
2427.43,1214.35,78.12
2425.53,1217.69,78.03
2443.25,1220,79.01
2447.83,1217.45,79.04
2459.27,1228.98,79.84
2459.14,1234.4,80.16
2460.61,1242.46,79.96
2473.83,1240.87,80.6
2473.45,1244.74,80.28
2472.54,1254.9,80.45
2469.91,1255.24,80.24
2477.13,1249.05,80.34
2477.83,1261.1,80.77
2475.42,1259,80.84
2472.1,1269.25,80.67
2470.3,1269.55,80.66
2476.35,1269.05,81.02
2477.57,1266.7,80.51
2472.16,1268.65,80.23
2476.83,1258.6,80.5
2480.91,1257.69,80.56
2474.92,1260.64,80.12
2474.02,1277.55,79.98
2438.21,1286.9,79.37
2441.32,1289.21,78.99
2465.84,1281.95,80.2
2464.61,1272.13,79.97
2468.11,1283.1,80.32
2430.01,1288.01,79.77
2425.55,1284.5,79.18
2428.37,1291.22,79.89
2452.51,1284.72,79.82
2444.04,1290.62,80.48
2438.97,1286.33,80.4
2443.05,1291.15,80.78
2444.24,1310.49,80.37
2446.3,1309.5,80.25
2457.59,1308.76,80.68
2471.65,1322.07,81.2
2476.55,1324.97,81.21
2457.85,1339.33,81.04
2465.54,1334.14,81.2
2465.1,1349.2,81.73
2461.43,1346.71,81.68
2488.11,1327.32,82.37
2496.48,1331.94,81.54
2498.37,1323.25,81.24
2495.62,1329.83,81.74
2500.23,1319.62,82.08
2503.87,1307.57,81.64
2506.65,1311.28,81.01
2508.24,1301.15,80.81
2500.6,1291.39,80.55
2502.22,1297.38,80.07
2496.66,1310.55,80.5
2496.84,1293.89,79.84
2507.04,1281.12,79.2
2510.06,1287.3,79.79
2519.36,1279.45,79.88
2529.12,1271.12,79.72
2534.58,1271.75,79.78
2537.74,1274.69,80.29
2552.07,1268.05,80.54
2549.33,1276.03,80.25
2544.73,1284.1,80.41
2550.64,1287.85,80.52
2555.24,1291.8,80.86
2550.93,1293.6,81.39
2553.17,1304.88,81.57
2557.64,1294.74,81.16
2559.36,1285.19,81.23
2561.26,1281.17,81.14
2562.1,1289.79,81.08
2575.21,1280.72,80.82
2564.98,1282.07,80.44
2569.13,1276.72,80.04
2557.15,1277.41,79.73
2560.4,1267.11,79.24
2581.07,1273.35,79.6
2572.83,1276.24,79.77
2575.26,1271.58,79.92
2579.36,1274.39,79.98
2579.85,1275.99,80.48
2587.84,1269.85,80.43
2591.13,1281.55,81.36
2590.64,1275.53,81.94
2594.38,1281.3,82.49
2584.62,1285.3,82.46
2582.3,1276.14,82.51
2584.84,1277.99,82.81
2578.87,1280.71,82.68
2564.62,1278.8,81.97
2585.64,1278.47,82.52
2578.85,1294.37,82.14
2582.14,1276.7,81.97
2599.03,1280.48,82.56
2597.08,1292.12,82.33
2602.42,1288.22,82.5
2601.42,1294.5,82.16
2627.04,1294.01,81.98
2626.07,1283.57,81.88
2647.58,1274.76,81.97
2642.22,1280.26,82.12
2639.44,1276.23,81.49
2629.57,1266.55,81.01
2629.27,1263.94,80.98
2636.98,1246.7,81.31
2651.5,1248.14,81.58
2659.99,1241.96,81.67
2664.11,1243.85,82
2662.85,1255.45,82.17
2652.01,1252.85,82.12
2675.81,1255.26,82.46
2690.16,1261.69,82.92
2681.47,1261.72,80.47
2679.25,1265.62,79.63
2684.57,1266.76,79.34
2683.34,1275.01,79.84
2680.5,1283.29,80.23
2682.62,1287.41,80.52
2687.54,1294.84,80.99
2673.61,1302.55,81.01
2695.81,1318.14,80.6
2713.06,1312.84,80.47
2723.99,1322.97,79.21
2743.15,1320.21,79.29
2747.71,1320.58,79.74
2751.29,1312.66,78.82
2748.23,1317.19,77.86
2767.56,1322.42,77.59
2786.24,1338.4,76.96
2776.42,1338.61,77.17
2802.56,1327.73,77.72
2798.03,1327.19,76.96
2810.3,1331.8,77.46
2832.97,1334.11,78.09
2839.13,1341.39,79.17
2837.54,1358.15,78.89
2839.25,1348.05,78.74
2872.87,1350.14,78.77
2853.53,1340.35,77.76
2822.43,1338.55,77.34
2823.81,1345.1,78.56
2821.98,1349.19,77.25
2762.13,1332.98,76.46
2648.94,1339.6,74
2695.14,1325.02,74.26
2681.66,1318.49,73.97
2581,1318.97,71.79
2619.55,1316.69,73.28
2656,1322.88,73.5
2662.94,1329.55,74.06
2698.63,1350.76,73.7
2731.2,1353.3,74.43
2732.22,1347.86,75.06
2716.26,1329.49,74.13
2701.33,1324.26,72.9
2703.96,1331.51,73.58
2747.3,1328.94,74.83
2779.6,1333.16,75.09
2744.28,1318.2,73.51
2713.83,1318.05,73.33
2677.67,1316.55,73.1
2691.25,1322.2,72.97
2720.94,1320.02,73.79
2728.12,1334.46,74.26
2726.8,1325.54,74.64
2738.97,1322.34,75.02
2786.57,1323.7,75.49
2783.02,1323.05,75.87
2765.31,1326.4,75.99
2749.48,1325,76.05
2747.33,1316.26,76.03
2752.01,1314,76.48
2712.92,1316.94,75.77
2716.94,1311.21,75.71
2711.93,1332.18,75.13
2643.69,1328.95,74.08
2588.26,1347.22,72.9
2658.55,1353.46,73.82
2612.62,1344.71,74.02
2605,1324.99,75.45
2640.87,1325,75.47
2581.88,1341.35,74.43
2614.45,1332.82,74.92
2644.69,1333.34,75.76
2662.84,1326.55,75.83
2604.47,1333.19,75.15
2613.16,1336.24,75.02
2656.87,1340.05,74.73
2642.19,1353.29,74.9
2663.99,1335.48,74.19
2656.3,1345.46,74.45
2677.84,1345.92,74.81
2706.39,1347.29,75.78
2708.64,1349.32,75.65
2693.13,1345.6,74.57
2670.14,1335.13,73.93
2670.29,1325,73.98
2634.56,1330.68,74.16
2639.4,1323.33,74
2666.94,1317.28,74.9
2669.91,1322.8,75.87
2648.05,1315.35,75.64
2654.8,1303.97,76.17
2635.67,1304.84,75.91
2629.73,1312.09,75.94
2663.42,1315.05,76.74
2672.63,1314.3,77.16
2671.92,1314.47,76.78
2697.79,1312.78,77.25
2723.07,1321.4,77.96
2727.72,1318.22,77.64
2730.13,1312.82,77.07
2711.45,1290.65,75.93
2722.46,1291.03,75.71
2720.13,1291,75.32
2712.97,1292.5,75.49
2733.01,1292.68,76.3
2724.44,1291.32,76.4
2733.29,1293.75,77.05
2727.76,1304.88,76.86
2721.33,1301.61,77.12
2689.86,1298.85,77.35
2724.01,1301.48,78.33
2705.27,1298.32,78.19
2734.62,1293.15,78.46
2746.87,1291.98,79.15
2748.8,1296.14,79.05
2772.35,1297,79.14
2770.37,1297.13,79.19
2779.03,1298.75,79.42
2782,1300.15,79.44
2786.85,1295.97,79.84
2775.63,1299.71,78.23
2782.49,1302.22,79.01
2779.66,1279.84,79.09
2773.75,1278.31,79.02
2762.59,1274.77,79.01
2767.32,1268.1,79.78
2749.76,1267.2,80.19
2754.88,1269.28,80.7
2717.07,1266,80.42
2723.06,1258.98,79.96
2699.63,1252.02,79.53
2716.31,1248.28,80.38
2718.37,1253,80.58
2726.71,1241.97,80.1
2713.22,1252.93,80.7
2736.61,1257.76,81.75
2759.82,1254.98,82.09
2784.17,1257.77,81.36
2793.84,1255.65,81.61
2774.02,1242.16,81.36
2798.29,1247.15,81.6
2801.31,1241.52,81.32
2798.43,1240.82,80.95
2809.55,1227.52,80.52
2815.62,1227.18,80.14
2804.49,1222.8,80.95
2801.83,1231.77,80.27
2806.98,1224.54,80.07
2820.4,1224.55,79.68
2846.07,1231.61,80.33
2837.44,1222.68,80.55
2818.82,1223.38,79.77
2802.6,1221.8,79.88
2816.29,1223.83,81.25
2813.36,1216.06,81.52
2827.22,1207.96,81.25
2840.35,1213.43,82.21
2850.4,1206.94,82.16
2858.45,1211.02,81.87
2857.7,1213.6,81.38
2853.58,1212.34,81.48
2833.28,1211.3,80.75
2821.93,1193.64,80.71
2839.96,1194.03,81.15
2818.37,1174.88,81.76
2840.69,1174.16,82.42
2850.13,1184.77,83.16
2857.05,1190.53,83.29
2862.96,1196.13,82.73
2861.82,1195.51,82.27
2856.98,1185.31,82.09
2874.69,1205.96,82.51
2896.74,1211.34,82.36
2897.52,1201.26,83.24
2914.04,1206.66,83.16
2901.13,1199.88,82.87
2901.52,1201.09,83.18
2896.72,1191.35,82.3
2888.6,1196.75,82.68
2878.05,1200.15,83
2871.68,1195.85,81.99
2877.13,1195.88,82.51
2887.89,1198.29,82.34
2888.92,1206.19,82.41
2904.18,1201.44,82.9
2904.98,1193.71,82.23
2888.8,1200.93,82.52
2904.31,1198.35,82.23
2907.95,1203.98,81.14
2930.75,1207.58,81.95
2929.67,1199.55,81.91
2919.37,1198.85,80.47
2915.56,1201.31,80.34
2905.97,1194.46,78.83
2914,1182.8,79.04
2913.98,1192.09,80.02
2924.59,1188.46,79.36
2923.43,1203.1,79.25
2925.51,1197.37,78.7
2901.61,1199.66,77.91
2885.57,1202.85,77.81
2884.43,1188.01,78.84
2880.34,1189.62,79.01
2785.68,1194.78,77.82
2728.37,1224.33,75.7
2767.13,1217.93,75.55
2750.79,1226.94,75.96
2809.92,1224.43,77.61
2809.21,1222.68,77.23
2768.78,1225.75,77.14
2767.78,1226.31,77.73
2755.88,1222.17,76.71
2740.69,1230.48,77.2
2656.1,1234.22,77.76
2705.57,1232.23,78.72
2658.69,1233.58,76.87
2641.25,1229.74,77.76
2682.63,1223.44,78.93
2711.74,1214.54,78.11
2740.37,1233.23,78.4
2723.06,1232.89,77.73
2738.31,1231.3,78.87
2755.45,1226.8,79.21
2813.89,1226.1,80.21
2806.83,1223.54,80.24
2781.01,1209.59,80.35
2726.22,1200.65,80.26
2722.18,1202.34,80.33
2701.58,1210.91,80.19
2730.2,1213,79.69
2736.27,1221.47,80.65
2690.73,1224.05,80.65
2641.89,1221.55,79.79
2649.93,1226.02,79.9
2632.56,1223.19,79.63
2673.45,1222.37,79.91
