SP500,GOLD,IYR
2682.17,1214.69,80.16
2743.79,1221.11,80.87
2737.76,1223.99,80.98
2760.17,1221.96,81.78
2790.37,1231.07,82.16
2700.06,1238.55,80.89
2695.95,1237.99,82.92
2633.08,1248.09,81.75
2637.72,1244.58,81.29
2636.78,1242.94,81.35
2651.07,1245.8,80.01
2650.54,1242.46,80.49
2599.95,1238.21,80.33
2545.94,1245.91,76.91
2546.16,1249.38,77.6
2506.96,1243.4,76.75
2467.42,1260.15,75.63
2416.62,1256.01,74.69
2351.1,1269.13,72
2467.7,1266.98,74.36
2488.83,1275.22,74.48
2485.74,1280.75,74.71
2506.85,1282.82,74.94
2510.03,1284.77,73.32
2447.89,1293.99,73.79
2531.94,1284.92,74.58
2549.69,1288.67,75.33
2574.41,1285.35,76.7
2584.96,1293.13,76.6
2596.64,1286.38,77.66
2596.26,1288,77.93
2582.61,1291.73,77.68
2610.3,1289.31,78.45
2616.1,1293.52,78.94
2635.96,1291.9,79.36
2670.71,1281.49,79.66
2632.9,1285.04,79.43
2638.7,1282.4,79.43
2642.33,1280.94,79.71
2664.76,1303.22,80.64
2643.85,1303.53,81.37
2640,1311.93,82.02
2681.05,1319.91,82.67
2704.1,1320.94,83.54
2706.53,1318,82.97
2724.87,1311.75,83.53
2737.7,1315.02,84.04
2731.61,1306.22,83.46
2706.05,1310.09,84.1
2707.88,1314.06,84.12
2709.8,1308.32,84.36
2744.73,1310.9,83.87
2753.03,1306.19,84.26
2745.73,1312.55,84.53
2775.6,1321.41,85.05
2779.76,1341.17,85.07
2784.7,1338.49,84.47
2774.88,1323.49,84.54
2792.67,1327.8,84.99
2796.11,1327.13,84.37
2793.9,1328.96,84.14
2792.38,1319.88,83.9
2784.49,1313.05,84.15
2803.69,1293.56,83.97
2792.81,1286.67,84.32
2789.65,1287.43,84.58
2771.45,1286.76,84.17
2748.93,1285.74,84.02
2743.07,1298.4,84.1
2783.3,1294.25,85.34
2791.52,1302.01,85.69
2810.92,1309.28,86.08
2808.48,1296.28,86.21
2822.48,1301.38,86.01
2832.94,1303.7,85.53
2832.57,1306.55,85.28
2824.23,1312.48,84.96
2854.88,1309.45,86.4
2800.71,1313.38,85.88
2798.36,1321.9,85.9
2818.46,1315.52,86.54
2805.37,1309.86,86.36
2815.44,1290.55,87.11
2834.4,1292.15,87.04
2867.19,1287.67,87.01
2867.24,1293.15,87.57
2873.4,1289.91,87.48
2879.39,1292.38,87.35
2892.74,1291.7,87.95
2895.77,1297.42,87.43
2878.2,1304.14,87.01
2888.21,1308.05,87.8
2888.32,1292.59,87.71
2907.41,1290.4,88.17
2905.58,1287.89,87.72
2907.06,1276.57,85.84
2900.45,1274.14,85.06
2905.03,1275.4,85.64
2907.97,1274.93,84.8
2933.68,1272.4,85.81
2927.25,1275.36,86.37
2926.17,1277.35,86.2
2939.88,1286.25,86.85
2943.03,1279.8,86.02
2945.83,1283.6,87
2923.73,1276.6,86.94
2917.52,1270.54,86.97
2945.64,1279.19,87.66
2932.47,1280.32,87.37
2884.05,1285.15,85.78
2879.42,1280.93,85.77
2870.72,1284.14,85.97
2881.4,1286,86.88
2811.87,1299.91,86.78
2834.41,1297.03,87.14
2850.96,1296.67,87.71
2876.32,1286.65,88.23
2859.53,1277.55,87.98
2840.23,1277.74,86.68
2864.36,1274.97,87.41
2856.27,1273.61,87.72
2822.24,1283.45,87.84
2826.06,1284.9,88.13
2802.39,1279.49,87.2
2783.02,1279.6,86.16
2788.86,1288.85,86.51
2752.06,1305.65,86.87
2744.45,1325.17,87.21
2803.27,1325.28,86.93
2826.15,1330.18,88.75
2843.49,1335.55,88.88
2873.34,1340.7,89.15
2886.73,1328.13,88.88
2885.72,1326.91,89.03
2879.84,1333.55,89.32
2891.64,1342.35,89.65
2886.98,1341.58,89.8
2889.67,1339.54,90.07
2917.75,1346.48,89.91
2926.46,1360.27,90.47
2954.18,1388.18,90.87
2950.46,1399.05,89.72
2945.35,1419.55,89.16
2917.38,1423.25,88.02
2913.78,1408.75,86.36
2924.92,1409.68,87.36
2941.76,1409.5,87.31
2964.33,1384.31,87.61
2973.01,1418.44,88.98
2995.82,1418.94,90.16
2990.41,1399.95,89.75
2975.95,1395.5,90.04
2979.63,1397.9,90.48
2993.07,1419,90.96
2999.91,1404,89.94
3013.77,1415.74,89.78
3014.3,1414.08,89.78
3004.04,1406.33,89.57
2984.42,1426.8,89.21
2995.11,1446.3,89.23
2976.61,1425.3,87.92
2985.03,1425.12,87.76
3005.47,1417.39,88.65
3019.56,1425.9,88.9
3003.67,1414.53,88.49
3025.86,1418.69,88.79
3020.97,1426.94,89.05
3013.18,1430.85,89.69
2980.38,1413.8,89.39
2953.56,1445.31,89.3
2932.05,1440.7,89.7
2844.74,1463.8,88.09
2881.77,1474.27,89.02
2883.98,1501.2,89.95
2938.09,1500.95,91.46
2918.65,1497.24,91.45
2883.75,1511.41,91.1
2926.32,1501.39,91.2
2840.6,1516.33,89.72
2847.6,1523.2,90.71
2888.68,1514.15,91.5
2923.65,1495.3,92.19
2900.51,1507.1,91.5
2924.43,1502.3,91.84
2922.95,1498.8,92.35
2847.11,1526.85,91.08
2878.38,1526.35,91.75
2869.16,1542.65,91.4
2887.94,1539.1,91.61
2924.58,1527.7,92.34
2926.46,1520.25,92.46
2906.27,1547,93.36
2937.78,1552.6,94.09
2976,1519.35,93.5
2978.71,1506.95,93.68
2978.43,1498.95,93.07
2979.39,1486.4,92.08
3000.93,1497.6,92.17
3009.57,1498.95,92.62
3007.39,1488.7,91.54
2997.96,1498.8,92.48
3005.7,1503.1,93.49
3006.73,1493.9,93.16
3006.79,1499.2,93.61
2992.07,1517.15,93.57
2991.78,1522.11,93.71
2966.6,1532.3,92.93
2984.87,1504.15,93
2977.62,1505.8,93.76
2961.79,1496.94,93.19
2976.74,1472.25,93.54
2940.25,1478.98,92.55
2887.61,1499.51,92.19
2910.63,1505,93.09
2952.01,1504.6,93.59
2938.79,1493.6,93.33
2893.06,1505.51,92.85
2919.4,1505.7,93.15
2938.13,1494.3,93.33
2970.27,1489.85,93.26
2966.15,1492.9,93.28
2995.68,1481.17,93.33
2989.69,1489.77,93.4
2997.95,1491.89,93.92
2986.2,1490.1,94.67
3006.72,1484.5,95.36
2995.99,1488.05,95.05
3004.52,1492.1,95.18
3010.29,1503.65,95.06
3022.55,1504.73,94.09
3039.42,1492.69,93.58
3036.89,1487.6,93.9
3046.77,1495.4,94.42
3037.56,1513.35,94.26
3066.91,1513.95,94.19
3078.27,1509.63,93.46
3074.62,1484.1,91.94
3076.78,1490.46,92.21
3085.18,1468.07,91.33
3093.08,1458.66,91.16
3087.01,1455.9,91.37
3091.84,1457.19,90.73
3094.04,1463.19,91.47
3096.63,1471.2,92.2
3120.46,1467.37,92.69
3122.03,1470.85,93.17
3120.18,1472.38,93.29
3108.46,1471.25,93.27
3103.54,1464.4,91.99
3110.29,1462.29,91.69
3133.64,1454.97,92.05
3140.52,1461.6,93.16
3153.63,1454.35,93.46
3140.98,1464.8,93.2
3113.87,1462.44,91.82
3093.2,1477.34,92.38
3112.76,1474.35,92.74
3117.43,1475.7,92.82
3145.91,1459.76,92.98
3135.96,1461.99,93.17
3132.52,1464.21,92.61
3141.63,1474.85,91.71
3168.57,1469.43,90.51
3168.8,1475.81,90.6
3191.45,1476.25,90.29
3192.52,1476.45,89.52
3191.14,1475.44,90.68
3205.37,1479.15,91.43
3221.22,1478.2,92
3224.01,1485.52,91.48
3223.38,1499.56,91.73
3239.91,1511.55,92.22
3240.02,1510.67,92.47
3221.29,1515.22,92.54
3230.78,1517.4,93.08
3257.85,1528.94,92.05
3234.85,1551.65,92.71
3246.28,1565.96,92.79
3237.18,1573.99,91.85
3253.05,1555.81,92.07
3274.7,1552.37,92.12
3265.35,1562.28,92.92
3288.13,1548.3,93.91
3283.15,1546.37,93.55
3289.29,1556.19,94.38
3316.81,1552.79,95.08
3329.62,1556.61,95.19
3320.79,1558.02,96.16
3321.75,1558.92,95.61
3325.54,1563.32,96.18
3295.47,1570.65,95.96
3243.63,1581.94,95.5
3276.24,1566.24,95.91
3273.4,1577.12,95.61
3283.66,1574.21,95.73
3225.52,1590.2,94.57
3248.92,1576.45,94.86
3297.59,1552.56,95.83
3334.69,1556.7,95.85
3345.78,1566.85,96.21
3327.71,1570.29,96.17
3352.09,1572.3,97.14
3357.75,1567.71,97.93
3379.45,1565.63,98.71
3373.94,1576.39,99.38
3380.16,1584.7,100.28
3370.29,1601.92,100.28
3386.15,1611.64,100.21
3373.23,1619.7,98.95
3337.75,1643.7,100.02
3225.89,1660.72,100.21
3128.21,1635.38,98.87
3116.39,1639.96,96.22
2978.76,1642.35,95.21
2954.22,1585.13,90.22
3090.23,1590.73,87.4
3003.37,1639.77,91.61
3130.12,1635.83,91.62
3023.94,1670.61,95.12
2972.37,1674.23,93.05
2746.56,1680.2,91.47
2882.23,1649.36,84.69
2741.38,1635.03,87.96
2480.64,1577.08,82.84
2711.02,1529.7,74.77
2386.13,1514.61,81.15
2529.19,1528.57,67.46
2398.1,1486.3,70.63
2409.39,1471,63.68
2304.92,1498.24,63.71
2237.4,1553.81,60.92
2447.33,1622.03,57.84
2475.56,1613.79,62.47
2630.07,1632.39,65.27
2541.47,1623.5,70.11
2626.65,1623.3,70.2
2584.59,1571.31,71.6
2470.5,1595.05,69.57
2526.9,1613.79,64.98
2488.65,1618.45,65.26
2663.68,1663,64.24
2659.41,1648.95,69.06
2749.98,1646.52,69.73
2789.82,1684.07,74.72
2761.63,1714.32,78.88
2846.06,1729.7,75.67
2783.36,1716.6,77.67
2799.55,1718.4,74.73
2874.56,1684.69,73.89
2823.16,1694.11,76.09
2736.56,1687.02,73.33
2799.31,1714.82,71.99
2797.8,1731.58,73.14
2836.74,1729.43,72.47
2878.48,1715.57,72.77
2863.39,1708.64,75.07
2939.51,1712.39,75.75
2912.43,1685.05,76.91
2830.71,1700.41,76.05
2842.74,1701.69,73.47
2868.44,1707.17,73.25
2848.42,1685.89,73.6
2881.19,1717.94,72.38
2929.8,1702.65,73.34
2930.32,1697.35,75.09
2870.12,1702.72,74.03
2820,1715.99,70.63
2852.5,1730.65,68.96
2863.7,1743,69.28
2953.91,1732.32,68.96
2922.94,1745.11,72.98
2971.61,1749.5,72.16
2948.51,1726.33,72.86
2955.45,1736.07,72.76
2991.77,1712.45,73.75
3036.13,1709.26,76.44
3029.73,1719.4,77.91
3044.31,1728.3,78.23
3055.73,1740.33,77.42
3080.82,1727.96,79.21
3122.87,1698.64,79.92
3112.35,1711.83,82.32
3193.93,1685.83,81.62
3232.39,1697.96,84.59
3207.18,1714.57,86.82
3190.14,1737.1,85.42
3002.1,1727.51,83.24
3041.31,1730.8,77.98
3066.59,1725.53,80.77
3124.74,1727.46,81.16
3113.49,1727.04,82.76
3115.34,1722.99,81.64
3097.74,1743.61,80.77
3117.86,1755.44,79.75
3131.29,1767.54,79.6
3050.33,1762.43,79.36
3083.76,1761.81,77.09
3009.05,1771.47,78.04
3053.24,1772.28,76.49
3100.29,1781.67,77.92
3115.86,1770.31,78.81
3130.01,1776.14,80.58
3179.72,1783.9,80.33
3145.32,1795.26,80.34
3169.94,1810.78,78.81
3152.05,1803.19,78.73
3185.04,1798.9,78.29
3155.22,1803.39,78.51
3197.52,1807.79,77.54
3226.56,1811.9,78.13
3215.57,1797.05,78.94
3224.73,1809.9,78.08
3251.84,1816.09,79.06
3257.3,1842.22,78.12
3276.02,1872.07,78.32
3235.66,1887.44,79.52
3215.63,1901.46,79.11
3239.41,1942.42,78.51
3218.44,1959.51,79.42
3258.44,1970.73,80.84
3246.22,1960.5,82.65
3271.12,1975.9,82.23
3294.61,1977.26,82.06
3306.51,2018.07,82.01
3327.77,2039.4,81.7
3349.16,2063.19,81.71
3351.28,2034.62,82.82
3360.47,2027.26,83.02
3333.69,1911.25,81.82
3380.35,1917.82,82.61
3373.43,1953.03,81.67
3372.85,1943.76,81.68
3381.99,1986.45,82.32
3389.78,2000.95,81.93
3374.85,1929.54,80.46
3385.51,1942.6,81.19
3397.16,1939.4,81.31
3431.28,1932.45,81.95
3443.62,1927.94,82.15
3478.73,1953.45,81.38
3484.55,1928.91,82.54
3508.01,1964.49,83.05
3500.31,1969.75,82.25
3526.65,1970.14,82.34
3580.84,1942.62,83.84
3455.06,1930.52,82.8
3426.96,1932.45,82.42
3331.84,1930.93,81.39
3398.96,1946.66,82.13
3339.19,1954.07,81.03
3340.97,1941.5,80.58
3383.54,1956.37,82.74
3401.2,1955.52,83.7
3385.49,1959.32,84.15
3357.01,1942.6,82.57
3319.47,1949.69,80.79
3281.06,1912.57,78.54
3315.57,1899.28,79.46
3236.92,1863.55,76.71
3246.59,1868.04,77.05
3298.46,1860.05,78.61
3351.6,1880.85,80.18
3335.47,1897.69,79.58
3363,1885.44,79.84
3380.8,1905.05,81.38
3348.44,1898.7,82.68
3408.63,1912.9,83.14
3360.95,1877.13,82.62
3419.45,1887.22,82.71
3446.83,1893.09,84.01
3477.13,1929.43,83.65
3534.22,1921.95,84.15
3511.93,1890.82,82.8
3488.67,1900.89,81.83
3483.34,1907.82,82.17
3483.81,1898.97,81.66
3426.92,1904.27,80.34
3443.12,1906.39,80.94
3435.56,1924.49,80.62
3453.49,1904.04,80.52
3465.39,1900.79,81.01
3400.97,1901.69,79.98
3390.68,1906.83,78.8
3271.03,1877.06,76.87
3310.11,1867.13,78.04
3269.96,1877.95,77.51
3310.24,1895.1,79.46
3369.16,1908.36,80.99
3443.44,1903.21,81.16
3510.45,1948.56,81.42
3509.44,1951.51,80.96
3550.5,1861.86,83.3
3545.53,1876.5,84.23
3572.66,1864.71,84.77
3537.01,1875.76,83.75
3585.15,1888.04,85.94
3626.91,1888.52,86.64
3609.53,1878.6,86.71
3567.79,1871.41,85.15
3581.87,1867.37,85.32
3557.54,1870.49,84.92
3577.59,1835.85,84.85
3635.41,1807.51,85.09
3629.65,1805.3,85.16
3638.35,1788.13,84.9
3621.63,1777.02,84.16
3662.45,1814.87,85.12
